session_id,player_id,session_date,day_number,mode,duration_min,kills,deaths,won,platform
205,P00030,2026-02-04,6,Warzone,14,3,8,0,Xbox
206,P00031,2026-01-01,0,Warzone,47,23,1,0,PC
207,P00031,2026-01-02,1,Warzone,57,17,2,0,PC
208,P00031,2026-01-05,4,Multiplayer,40,12,4,1,PC
209,P00031,2026-01-07,6,Warzone,17,10,12,0,PC
210,P00031,2026-01-07,6,Warzone,87,6,5,1,PC
211,P00031,2026-01-07,6,Campaign,64,10,3,1,PC
212,P00031,2026-01-08,7,Warzone,31,15,9,0,PC
213,P00031,2026-01-09,8,Warzone,36,10,7,0,PC
214,P00031,2026-01-13,12,Warzone,26,15,7,1,PC
215,P00031,2026-01-13,12,Multiplayer,44,4,5,0,PC
216,P00031,2026-01-13,12,Multiplayer,56,9,6,1,PC
217,P00031,2026-01-29,28,Warzone,50,14,9,1,PC
218,P00031,2026-01-29,28,Warzone,75,5,5,0,PC
219,P00031,2026-01-29,28,Multiplayer,11,6,4,0,PC
220,P00031,2026-02-07,37,Multiplayer,47,15,6,0,PC
221,P00032,2026-02-12,0,Campaign,17,9,9,0,Xbox
222,P00032,2026-02-12,0,Warzone,10,0,8,0,Xbox
223,P00032,2026-02-12,0,Multiplayer,58,6,7,0,Xbox
224,P00032,2026-02-13,1,Warzone,28,10,3,0,Xbox
225,P00032,2026-02-14,2,Warzone,56,15,7,0,Xbox
226,P00032,2026-02-27,15,Multiplayer,54,4,14,1,Xbox
227,P00032,2026-02-27,15,Warzone,21,8,3,1,Xbox
228,P00032,2026-03-12,28,Warzone,43,1,9,0,Xbox
229,P00033,2026-01-17,0,Warzone,36,12,7,0,Xbox
230,P00033,2026-01-28,11,Multiplayer,68,6,6,1,Xbox
231,P00033,2026-01-28,11,Campaign,38,6,8,0,Xbox
232,P00033,2026-01-28,11,Warzone,5,4,9,0,Xbox
233,P00033,2026-02-15,29,Warzone,65,4,7,0,Xbox
234,P00033,2026-02-17,31,Warzone,45,8,11,0,Xbox
235,P00033,2026-02-17,31,Warzone,5,3,7,1,Xbox
236,P00034,2026-03-02,0,Campaign,51,2,7,0,PC
237,P00034,2026-03-02,0,Campaign,88,14,3,0,PC
238,P00034,2026-03-03,1,Warzone,5,8,9,0,PC
239,P00034,2026-03-13,11,Multiplayer,73,12,12,0,PC
240,P00034,2026-03-13,11,Warzone,48,4,11,0,PC
241,P00034,2026-03-13,11,Warzone,29,10,6,0,PC
242,P00034,2026-03-14,12,Multiplayer,60,2,13,1,PC
243,P00034,2026-03-20,18,Warzone,46,0,9,1,PC
244,P00034,2026-04-15,44,Warzone,82,4,8,0,PC
245,P00035,2026-02-22,0,Campaign,24,7,17,1,Xbox
246,P00035,2026-02-25,3,Warzone,35,5,15,0,Xbox
247,P00035,2026-02-25,3,Warzone,53,6,21,0,Xbox
248,P00035,2026-02-25,3,Warzone,20,0,26,1,Xbox
249,P00035,2026-02-28,6,Warzone,33,0,23,0,Xbox
250,P00035,2026-03-02,8,Warzone,79,0,16,0,Xbox
251,P00035,2026-03-17,23,Warzone,55,0,21,0,Xbox
252,P00035,2026-03-22,28,Warzone,20,0,17,0,Xbox
253,P00035,2026-03-23,29,Warzone,7,10,23,0,Xbox
254,P00035,2026-04-03,40,Multiplayer,16,6,25,1,Xbox
255,P00035,2026-04-16,53,Warzone,56,6,17,0,Xbox
256,P00036,2026-02-13,0,Multiplayer,45,7,11,0,PC
257,P00036,2026-03-07,22,Warzone,60,8,9,0,PC
258,P00036,2026-03-28,43,Warzone,46,9,12,0,PC
259,P00036,2026-03-28,43,Warzone,49,11,6,0,PC
260,P00036,2026-03-28,43,Multiplayer,54,18,8,0,PC
261,P00037,2026-01-18,0,Multiplayer,53,7,14,0,PC
262,P00037,2026-01-19,1,Warzone,82,7,13,0,PC
263,P00037,2026-01-22,4,Multiplayer,28,5,9,0,PC
264,P00037,2026-02-03,16,Warzone,17,9,10,0,PC
265,P00037,2026-02-03,16,Multiplayer,45,5,7,0,PC
266,P00037,2026-02-07,20,Warzone,28,10,12,1,PC
267,P00037,2026-02-07,20,Warzone,31,6,7,0,PC
268,P00037,2026-02-07,20,Multiplayer,38,3,11,1,PC
269,P00038,2026-03-12,0,Warzone,56,8,6,1,Xbox
270,P00038,2026-03-15,3,Multiplayer,46,14,8,0,Xbox
271,P00038,2026-04-18,37,Multiplayer,48,13,10,0,Xbox
272,P00038,2026-04-18,37,Warzone,72,20,10,1,Xbox
273,P00038,2026-04-24,43,Warzone,87,15,6,0,Xbox
274,P00039,2026-01-31,0,Multiplayer,49,5,12,0,PC
275,P00039,2026-02-02,2,Warzone,42,1,10,0,PC
276,P00039,2026-02-07,7,Warzone,17,6,8,1,PC
277,P00040,2026-01-22,0,Warzone,19,0,33,1,PS5
278,P00040,2026-01-22,0,Warzone,52,4,36,0,PS5
279,P00040,2026-01-22,0,Campaign,64,0,33,1,PS5
280,P00040,2026-01-23,1,Warzone,32,0,40,0,PS5
281,P00040,2026-02-27,36,Warzone,85,0,32,1,PS5
282,P00040,2026-02-28,37,Warzone,61,4,27,0,PS5
283,P00040,2026-02-28,37,Multiplayer,39,2,35,0,PS5
284,P00041,2026-03-31,0,Warzone,20,20,3,1,Xbox
285,P00041,2026-04-02,2,Warzone,45,24,8,0,Xbox
286,P00041,2026-04-02,2,Warzone,20,14,8,1,Xbox
287,P00041,2026-04-02,2,Warzone,47,11,2,0,Xbox
288,P00041,2026-04-06,6,Multiplayer,46,15,8,1,Xbox
289,P00041,2026-04-07,7,Warzone,7,16,1,0,Xbox
290,P00041,2026-04-18,18,Warzone,56,14,1,0,Xbox
291,P00041,2026-04-24,24,Multiplayer,54,19,3,0,Xbox
292,P00041,2026-05-02,32,Multiplayer,47,17,9,0,Xbox
293,P00042,2026-02-07,0,Multiplayer,25,9,8,0,Xbox
294,P00042,2026-02-07,0,Warzone,39,7,2,0,Xbox
295,P00042,2026-02-07,0,Warzone,19,10,10,0,Xbox
296,P00042,2026-02-08,1,Warzone,39,6,9,0,Xbox
297,P00042,2026-02-08,1,Warzone,71,3,9,1,Xbox
298,P00042,2026-02-19,12,Warzone,51,6,9,0,Xbox
299,P00042,2026-02-19,12,Warzone,32,13,15,1,Xbox
300,P00042,2026-02-19,12,Campaign,74,11,9,0,Xbox
301,P00043,2026-01-08,0,Warzone,68,13,10,1,Xbox
302,P00043,2026-01-09,1,Warzone,79,11,4,0,Xbox
303,P00043,2026-01-12,4,Campaign,54,13,7,1,Xbox
304,P00043,2026-01-13,5,Warzone,50,6,11,1,Xbox
305,P00043,2026-01-14,6,Warzone,30,14,5,0,Xbox
306,P00043,2026-01-15,7,Warzone,50,11,7,1,Xbox
307,P00043,2026-01-27,19,Warzone,28,12,12,1,Xbox
308,P00043,2026-01-31,23,Warzone,47,16,7,1,Xbox
309,P00043,2026-01-31,23,Multiplayer,53,10,1,0,Xbox
310,P00043,2026-01-31,23,Warzone,39,12,8,0,Xbox
311,P00043,2026-02-01,24,Warzone,55,8,5,1,Xbox
312,P00043,2026-02-01,24,Multiplayer,70,7,11,0,Xbox
313,P00043,2026-02-05,28,Multiplayer,41,8,7,0,Xbox
314,P00043,2026-02-07,30,Warzone,54,14,5,1,Xbox
315,P00043,2026-02-10,33,Multiplayer,40,10,6,1,Xbox
316,P00043,2026-02-10,33,Multiplayer,50,10,4,0,Xbox
317,P00043,2026-02-10,33,Warzone,10,11,5,0,Xbox
318,P00043,2026-02-22,45,Warzone,32,10,9,0,Xbox
319,P00044,2026-03-07,0,Multiplayer,5,5,7,0,Xbox
320,P00044,2026-03-08,1,Multiplayer,48,12,7,1,Xbox
321,P00044,2026-03-08,1,Warzone,16,8,3,0,Xbox
322,P00044,2026-03-08,1,Warzone,58,3,4,0,Xbox
323,P00044,2026-03-10,3,Multiplayer,48,8,4,0,Xbox
324,P00044,2026-03-10,3,Multiplayer,36,14,8,0,Xbox
325,P00044,2026-03-10,3,Warzone,59,5,9,0,Xbox
326,P00044,2026-04-10,34,Multiplayer,51,17,9,0,Xbox
327,P00044,2026-04-10,34,Warzone,34,10,14,0,Xbox
328,P00045,2026-01-31,0,Warzone,51,6,25,0,Xbox
329,P00045,2026-02-05,5,Warzone,31,1,28,0,Xbox
330,P00046,2026-01-06,0,Multiplayer,64,0,14,0,Xbox
331,P00046,2026-01-07,1,Warzone,15,6,11,0,Xbox
332,P00046,2026-01-12,6,Warzone,10,10,9,1,Xbox
333,P00046,2026-01-25,19,Warzone,45,14,16,0,Xbox
334,P00046,2026-01-30,24,Multiplayer,59,9,10,1,Xbox
335,P00046,2026-03-05,58,Warzone,49,2,11,0,Xbox
336,P00047,2026-01-28,1,Campaign,26,5,7,1,PS5
337,P00047,2026-01-30,3,Warzone,46,6,11,1,PS5
338,P00047,2026-01-30,3,Multiplayer,54,8,6,0,PS5
339,P00047,2026-01-30,3,Warzone,45,10,4,0,PS5
340,P00047,2026-02-05,9,Warzone,47,6,13,1,PS5
341,P00047,2026-02-08,12,Multiplayer,43,12,10,1,PS5
342,P00047,2026-02-08,12,Multiplayer,38,11,8,0,PS5
343,P00047,2026-02-08,12,Warzone,14,3,12,1,PS5
344,P00048,2026-03-24,0,Multiplayer,53,5,10,0,PC
345,P00048,2026-03-26,2,Warzone,43,8,16,0,PC
346,P00048,2026-03-26,2,Multiplayer,58,0,13,0,PC
347,P00048,2026-03-27,3,Warzone,27,3,9,1,PC
348,P00048,2026-03-29,5,Warzone,34,0,14,1,PC
349,P00048,2026-03-29,5,Multiplayer,61,9,14,0,PC
350,P00048,2026-04-03,10,Warzone,36,8,11,0,PC
351,P00048,2026-04-03,10,Multiplayer,50,8,9,1,PC
352,P00048,2026-04-03,10,Warzone,54,12,6,0,PC
353,P00048,2026-05-16,53,Warzone,44,13,11,0,PC
354,P00049,2026-03-14,0,Multiplayer,45,2,10,0,PC
355,P00049,2026-03-19,5,Warzone,66,9,7,0,PC
356,P00049,2026-03-20,6,Warzone,11,7,7,0,PC
357,P00049,2026-03-22,8,Warzone,35,10,7,0,PC
358,P00049,2026-03-23,9,Warzone,34,13,4,1,PC
359,P00049,2026-04-02,19,Campaign,17,10,11,0,PC
360,P00049,2026-04-02,19,Multiplayer,58,8,3,0,PC
361,P00049,2026-04-02,19,Multiplayer,37,12,6,1,PC
362,P00049,2026-04-16,33,Warzone,46,4,11,0,PC
363,P00049,2026-04-16,33,Warzone,39,14,2,1,PC
364,P00049,2026-04-22,39,Warzone,16,11,7,1,PC
365,P00049,2026-04-27,44,Warzone,38,8,8,1,PC
366,P00049,2026-05-02,49,Campaign,29,5,6,1,PC
367,P00049,2026-05-02,49,Warzone,62,9,10,0,PC
368,P00050,2026-02-14,0,Warzone,51,13,4,0,PS5
369,P00050,2026-02-15,1,Warzone,25,11,6,0,PS5
370,P00050,2026-02-18,4,Multiplayer,43,15,6,0,PS5
371,P00050,2026-02-18,4,Warzone,49,9,2,1,PS5
372,P00050,2026-02-18,4,Warzone,57,13,6,1,PS5
373,P00050,2026-03-03,17,Warzone,44,17,4,1,PS5
374,P00051,2026-03-11,0,Multiplayer,48,7,13,0,Xbox
375,P00051,2026-03-11,0,Warzone,50,11,6,0,Xbox
376,P00051,2026-03-11,0,Multiplayer,39,7,9,0,Xbox
377,P00051,2026-03-12,1,Warzone,56,8,8,0,Xbox
378,P00051,2026-03-17,6,Multiplayer,64,8,5,1,Xbox
379,P00051,2026-03-17,6,Warzone,16,4,2,0,Xbox
380,P00051,2026-03-18,7,Warzone,45,5,9,0,Xbox
381,P00051,2026-03-18,7,Multiplayer,17,6,11,0,Xbox
382,P00051,2026-03-25,14,Warzone,39,5,11,0,Xbox
383,P00051,2026-04-05,25,Warzone,50,9,10,0,Xbox
384,P00051,2026-04-07,27,Campaign,52,7,13,0,Xbox
385,P00051,2026-04-08,28,Warzone,66,8,7,1,Xbox
386,P00052,2026-03-12,0,Warzone,19,6,14,0,PC
387,P00052,2026-03-12,0,Warzone,61,9,11,1,PC
388,P00052,2026-03-12,0,Warzone,30,6,13,0,PC
389,P00052,2026-03-13,1,Multiplayer,19,4,4,0,PC
390,P00052,2026-03-14,2,Warzone,49,7,8,0,PC
391,P00052,2026-04-10,29,Warzone,15,0,6,1,PC
392,P00052,2026-04-11,30,Warzone,44,14,11,1,PC
393,P00052,2026-04-14,33,Warzone,10,6,10,1,PC
394,P00052,2026-04-27,46,Warzone,55,3,13,1,PC
395,P00053,2026-01-14,0,Multiplayer,58,9,10,0,PS5
396,P00053,2026-01-17,3,Warzone,29,10,12,0,PS5
397,P00053,2026-01-17,3,Multiplayer,53,8,11,0,PS5
398,P00053,2026-01-17,3,Warzone,23,14,10,1,PS5
399,P00053,2026-02-11,28,Warzone,47,11,11,0,PS5
400,P00054,2026-01-27,0,Multiplayer,49,12,13,1,Xbox
401,P00054,2026-01-27,0,Multiplayer,5,0,13,0,Xbox
402,P00054,2026-01-28,1,Warzone,82,12,17,0,Xbox
403,P00054,2026-01-31,4,Multiplayer,42,7,11,1,Xbox
404,P00054,2026-01-31,4,Warzone,49,8,7,0,Xbox
405,P00054,2026-02-01,5,Warzone,29,2,5,0,Xbox
406,P00054,2026-02-01,5,Warzone,35,3,11,0,Xbox
407,P00054,2026-02-01,5,Warzone,50,1,15,0,Xbox
408,P00055,2026-01-07,0,Campaign,31,6,8,1,PS5
409,P00055,2026-01-25,18,Multiplayer,51,16,11,0,PS5
410,P00055,2026-01-30,23,Warzone,5,15,5,0,PS5
411,P00055,2026-02-09,33,Campaign,47,10,4,0,PS5
412,P00055,2026-02-16,40,Multiplayer,60,10,17,0,PS5
413,P00055,2026-02-19,43,Multiplayer,89,8,3,1,PS5
414,P00055,2026-02-21,45,Warzone,78,12,7,0,PS5
415,P00055,2026-02-22,46,Warzone,80,11,7,0,PS5
416,P00056,2026-01-17,0,Warzone,44,10,15,1,Xbox
417,P00056,2026-01-17,0,Campaign,50,6,7,0,Xbox
418,P00056,2026-01-17,0,Warzone,42,5,7,0,Xbox
419,P00056,2026-01-20,3,Campaign,63,6,10,1,Xbox
420,P00056,2026-01-21,4,Campaign,27,7,12,0,Xbox
421,P00056,2026-01-28,11,Warzone,22,8,12,0,Xbox
422,P00056,2026-02-09,23,Multiplayer,42,13,12,0,Xbox
423,P00056,2026-02-12,26,Warzone,21,0,9,0,Xbox
424,P00056,2026-03-17,59,Warzone,17,2,13,0,Xbox
425,P00057,2026-02-24,0,Warzone,5,1,15,1,Xbox
